author_name,year_of_birth,gender,thesis_title,year_of_defense
Benjamin-Marc Monnier,(1910),male,Rêve Avance Nez Avec Chance Reste Campagne,1944
Xavier Gaudin,C.1949,male,Faux Garder Éternel Nul Public Personne,1978
Lucas Bourdon de la Henry,(1911),male,Porter Tel Courant Mariage,1944
Marcel Martineau,c.1920,male,Soumettre Aussitôt Forcer,1953
Aimé Delannoy,c.1955,male,Voici Soulever Aller Apparaître,1984
Roland François Le Marchal,(1903),male,Casser Existence Tenter,1938
Gilbert Marty,(1944),male,Détail Parcourir Préparer Dessiner,1972
Benjamin Mace,(1912),male,Saisir Jeter Accompagner Annoncer Propos Public,1948
Laurent Sanchez-Guillon,C.1919,male,Mort Révolution Flot Obéir,1949
Thibaut Chrétien,C.1957,male,Fruit Lieu Précéder Neuf Grâce Manger Taille,1986
Grégoire Lenoir,(1912-1916),male,Dehors Cas Anglais Bord,1947
Thierry Meunier,(1916),male,Réussir Étendue Cesse Arbre Reprendre,1950
Julien Potier,c.1929,male,Beauté Et Queue,1963
Rémy Maillot,(1946-1950),male,Autre Rencontre Attention,1982
Alfred Chauveau,C.1939,male,Ensemble Sens Social Éteindre Affaire,1973
Étienne Picard de Étienne,(1942),male,Cela Fumer Promener Parent,1973
Roger Roussel,C.1914,male,Emmener Million Rendre Tranquille Étranger Avant Affaire Dessus,1948
Bernard de la Godard,C.1924,male,Précéder Arme Discuter Chemise Crier Lire Changement,1954
Émile Lopez-Labbé,(1921),male,Officier Absence Visible Importance,1953
Alfred Evrard,(1954),male,Casser Longtemps Cause Là,1987
Jérôme Antoine,(1942-1946),male,Écouter Fond Règle Volonté Sens Ensuite,1978
Étienne Fleury,C.1960,male,Cela Quatre Discuter Désirer,1989
Luc Martel du Gauthier,C.1950,male,Interroger Colline Lutter Pays Véritable Note Presser Douter,1985
Sébastien Blanc-Dufour,C.1916,male,Conclure Autorité Ce Expression,1951
Victor-Édouard Monnier,(1919),male,Joie Aile Établir Bande,1952
Henri de la Pinto,(1910),male,Rare Exemple Autre Étendre Libre,1941
Joseph Lebrun,(1909),male,Rose Jeune Interrompre Devoir Tache,1938
Léon Lejeune du Hamon,(1925),male,Âge Bonheur Autour Rue Passer,1955
Henri de la Bouchet,(1944-1948),male,Genre Goutte Prison Presque,1975
Marcel Boulanger,(1925),male,Malgré Compter Trois Pencher Bien,1953
Thierry-Émile Blondel,c.1911,male,Ni Ouvert Prison,1941
Benoît-Martin Ledoux,(1915-1919),male,Présence Musique Lien Genou Où Dire,1953
Guy Berthelot,(1926-1930),male,Écrire Lequel Plante Nord Suffire Nous,1960
Marc Pineau,(1910-1914),male,Absolument Bruit Dent Relation Au Confondre Chez,1946
Eugène-Jérôme Munoz,C.1910,male,Juger Pain Réclamer Exister Joie,1943
Émile Munoz,(1934-1938),male,Chant Souffrir Droite À Réponse,1967
Aimé Bodin,C.1938,male,Gens Beau Midi,1974
Yves Le Lemaire,(1917-1921),male,Cheveu Remonter Tracer Amuser,1951
Franck Blot,C.1933,male,Poète Brûler Jusque Fenêtre Établir Chasse Liberté,1969
Léon Grenier-Pons,(1949-1953),male,Poser Briller Devant Maladie,1986
Jules du Pinto,(1924-1928),male,Lisser Tout Très Tourner,1957
Olivier Lemaître,C.1955,male,Minute Ou Menacer Étranger Soldat Quitter Police,1987
Lucas Imbert,c.1943,male,Sept Dessus Posséder Perdu De Huit,1973
Benoît Antoine,c.1910,male,Calmer Examiner Doux Déclarer Certainement Rang Quartier,1941
Hugues Leduc,(1947-1951),male,Porter Pouvoir Que Gauche Veiller Voisin Verser Objet,1986
Éric Bonnin du Jean,C.1935,male,Usage Rayon Rejeter Céder Sommet Que,1963
Richard Vaillant,C.1956,male,Nombreux Rare Fruit Meilleur Réveiller Fait Rejoindre,1987
Alphonse Dos Santos de Grondin,C.1952,male,Tel Enfoncer Quitter Ce Risquer,1984
Thomas Ledoux,c.1906,male,Prévenir Combien Lentement Se Pour Quartier Chance,1939
William de la Roche,C.1942,male,Réclamer Écouter Autrement Coeur Bête Émotion,1972
Stéphane Clément de Boucher,C.1928,male,Chute Trouver Soin Étendue Autorité Peur Triste,1961
Marc Clément,(1908-1912),male,À Confier De Proposer,1939
Antoine Texier,(1932),male,Vert Tour Mettre Feuille,1960
Bertrand-Franck Leduc,C.1940,male,Leur Tu État Gris Inutile Davantage Respecter,1970
Jacques Dos Santos,(1938),male,Accrocher Écrire Entre Médecin,1970
Emmanuel du Paris,(1904-1908),male,Sept Dernier Entretenir Verser Raison Tout Chaque,1943
Étienne Merle,(1944),male,Maison Si Retenir Hasard,1980
Augustin Neveu,(1919-1923),male,Lettre Complet Violent Savoir Discussion Étaler Politique,1955
Gilbert Vasseur,(1931),male,Chaque Nous Gauche Exécuter Parfois Prier Vivre,1960
Honoré Barre,c.1931,male,Désert Parent Main,1961
Roger Collin,C.1924,male,Étrange Propre Plonger Oncle,1956
François Paris,C.1920,male,Parler Tantôt Spectacle Fixe,1949
Marc Le Alves,(1932-1936),male,Imposer Personnage Près Toit Suivant Défaut,1971
Franck Marchal,c.1954,male,Claire Interroger Témoin Patron Presque,1987
Franck Faivre Le Sanchez,C.1922,male,Seconde Douter Chercher Entier Branche Six,1957
Antoine Petit,(1922-1926),male,Militaire Remercier Problème Vouloir Chez,1961
Michel Fabre,C.1946,male,Bataille Attendre Simple Hauteur Menacer,1981
Roger Gaillard,c.1905,male,Tôt Surtout Pain Naître Vite,1937
Hugues-Édouard Vallet,(1931-1935),male,Bruit Preuve Armée Vaste Soir Ceci,1969
Louis de la Charpentier,(1921-1925),male,Lire Mêler Bruit Départ,1960
Marcel Hamon,(1948),male,Lèvre Enlever Approcher Agent,1984
Pierre Jacquet,(1926-1930),male,Silence Femme Tempête Monde Avant,1960
Jérôme Coulon,(1929),male,Marquer Souffrance Grand Assez Finir,1962
Luc Collet,(1955),male,Environ Voyager Somme Claire Visage Souffrance,1986
Jules Mary,C.1916,male,Arrêter Marcher Forêt Vers Hésiter Trois,1949
Honoré-Alexandre Faure,(1915),male,Heureux Éprouver Meilleur Branche Défendre Armée Visage,1947
Julien Lenoir,c.1919,male,Quarante Puis Courant Roman,1954
Émile Bonnet,c.1926,male,Quelque Maladie Âgé Sauver Mauvais Certain Éteindre,1956
André-Marcel Blot,(1948),male,Colline Fuir Intéresser Sans Comprendre Animal Plaire Personne,1984
Matthieu Le Gall,(1951-1955),male,Venir Revoir Figure Manger Vide Réunir,1986
Joseph Georges-Labbé,C.1958,male,Fruit Mal Pouvoir Abri Combat Frère,1989
Luc-Philippe Allain,c.1935,male,Ferme Personnage Particulier Mer Ramasser Parfois,1965
Daniel-Tristan Martineau,(1912-1916),male,Malheur Émotion Foi Asseoir Autorité,1946
Jérôme Masse,(1927-1931),male,Ouvrage Naître Empire Demain Travail Âgé,1965
Stéphane Barthelemy,(1927),male,Doute Rue Résultat,1962
Emmanuel-Marcel Brun,c.1919,male,Réveiller Veiller Sien Durant Forcer Ouvrir,1953
Stéphane Delorme,c.1928,male,Renverser Neuf Prière Revoir Queue Juste Bois,1962
Franck Maillard,(1935-1939),male,Recevoir Quel Violence Descendre Idée Affaire,1971
Christophe Brunet de la Allard,(1944-1948),male,Voyager Devoir Son Apporter Pur Faire Madame,1978
Thomas David,c.1948,male,Militaire Image Jeune Escalier Prochain Mémoire Goutte,1981
Alfred Gillet,C.1924,male,Consentir Debout Cher Lisser Dangereux Autorité Couleur,1956
Jules Besnard,(1941),male,Vaste Travers Drame Joue Dame Ressembler Pousser Police,1976
Augustin-Franck Salmon,(1922-1926),male,Manquer Beauté Longtemps Anglais Forme Instant,1957
Sébastien Gillet,C.1919,male,Saint Partie Écarter Certainement,1952
Émile Potier,(1946-1950),male,Porter Contre Dire Étude Social À Jambe,1978
Jacques Delorme du Menard,c.1959,male,Plutôt Gloire Spectacle Parfois Sable Bout,1988
Jacques Maillard-Blin,(1945),male,Repousser Leur Poste Couche,1974
Matthieu Roy-Rodrigues,c.1923,male,Reconnaître Bientôt Passage Fou Lien Objet,1956
Martin Michel,(1928),male,Tôt Lutte Nécessaire Corps Éternel,1963
Patrick Carlier,c.1945,male,Bête Entre Examiner Précéder,1980
Olivier Caron,(1923-1927),male,Avancer Toit Profiter Qualité Général Égal Épaule,1959
Aimé Michaud,c.1955,male,Froid Vérité Attacher Comprendre Choix Préparer,1990
Gabriel-Alain Pottier,(1926),male,Nourrir Mode Découvrir Rose Avec Frais Abandonner,1962
Bernard de la Torres,(1948-1952),male,Doute Elle Bleu Midi Pleurer Nombreux Sein,1985
Martin Pinto du Grenier,(1945-1949),male,Pointe Adresser Aucun,1978
Henri Leleu,(1957),male,Bien Soir Froid Pas On Aile Proposer,1988
Léon Bruneau-Rolland,(1922-1926),male,Lettre Moindre Terme Sourire,1953
Matthieu-Martin Gosselin,(1911),male,Départ Franc Loup Vent Chasse Titre,1946
Honoré Rolland de la Guérin,(1908-1912),male,Banc Jamais Abattre,1946
Louis Dupré Le Adam,c.1905,male,Personne Peau Cou Sien,1937
André-Nicolas Gros,C.1946,male,Rapporter Source Confondre Somme Vision Mal,1979
Emmanuel Mallet,(1903),male,Main Compte Joue Surtout,1939
Emmanuel Masse,C.1904,male,Compagnon Confiance Seconde Nez,1939
Henri Rousseau,(1917-1921),male,Jambe Lever Double Deviner Vérité Île Indiquer,1950
Rémy Joubert,(1940),male,Chambre Tout Ordre Souvent Tête Pourquoi Comment,1969
Eugène Roche,c.1902,male,Lire Emporter Couche Boire Abri Planche,1937
Olivier-Auguste Royer,(1959),male,Intéresser Enfoncer Espèce Dehors,1990
Auguste Descamps,c.1917,male,Armer L'Un Regretter Près Tâche Jardin,1951
Pierre Leduc de la Hernandez,(1946),male,Relever Manquer Cependant Paupière,1977
Sébastien Sauvage,c.1916,male,Étudier Souvenir Naître Plein Ombre,1946
François Blanc du Leclerc,C.1953,male,Fou Grand Animer Discuter Vaste Premier,1981
Alfred Leroy,(1956),male,Devoir Cause Inconnu Habiller Rompre,1989
Martin Leclerc,(1914-1918),male,De Changer Exposer Placer Vers,1953
Thibault Gautier,c.1902,male,Vent Envelopper Demeurer Garder Couvrir,1937
Joseph Camus,c.1925,male,Tenir Grâce Transformer Embrasser Atteindre Couche,1957
Stéphane Bouvier,c.1953,male,Salut Officier Chance Lutter Lever Impression Nombreux,1989
Richard Lecoq-Maréchal,C.1946,male,Falloir Nuage Sien Existence Sauvage Tranquille,1981
Alfred Bailly,(1918),male,Jeter Bon Militaire Sentier Vue Garde Également,1949
Louis Maréchal,c.1930,male,Effacer Confiance Particulier Chaleur Éprouver Haine Simple Composer,1965
Jules-Alain Chauvet,c.1949,male,Pluie Brûler Pauvre Rappeler Seulement Silencieux Gouvernement,1985
Charles Colin-Laporte,c.1938,male,Deviner Suffire Doucement Jardin Mesure,1970
Hugues-Antoine Fontaine,c.1917,male,Loup Vrai Souvenir Précieux Mode,1945
Jacques Boulay,(1942-1946),male,Acte Pendre Aide Là Acte Toi Vrai,1980
Philippe de la Pichon,(1935-1939),male,Grave Ton Couvrir Armée Moyen,1973
Rémy Lecoq,(1946-1950),male,Forêt Joli Étoile Paysan Difficile Muet Simplement Rentrer,1979
Stéphane du Menard,(1915-1919),male,Sein Accepter Connaître Rejoindre Image Mal Route,1947
Emmanuel du Martineau,C.1911,male,Simple Décrire Étouffer Mais,1939
Étienne Lelièvre Le Peron,(1947),male,Oreille Conseil Reposer Toujours Prix Tel Doute Avance,1980
Daniel Baron-Bernard,c.1952,male,Coin Bleu Mal Ensemble Cela Courant Par,1988
Joseph Petit,(1934-1938),male,Monde Cependant Regretter Abandonner Hors,1969
Charles Leroux-Hubert,c.1955,male,Cabinet Charger Entre Compagnie Mourir Essayer Facile,1984
Alexandre Imbert,c.1913,male,Poésie Intérêt Ramener Depuis Contenir Large,1943
Guy Regnier-Gimenez,c.1931,male,Valoir Sauter Commun Certain Durant Recueillir,1961
Étienne Samson Le Morvan,c.1948,male,Chose Général Précipiter Cou Mois,1979
Stéphane Charpentier,(1948),male,Rouler Membre Exiger,1984
Maurice Benard de la Samson,(1924),male,Fer Espérer Sentier Perdu Entourer Carte Oser Réponse,1956
Paul-Olivier Lévêque,C.1919,male,Parce Que Être Marquer Écouter Pensée,1949
Vincent du Morel,(1930-1934),male,Ombre Simple Imaginer Conseil Glisser Gris Seul,1967
Gérard Legendre,c.1909,male,Service Fer Couleur Sein Aussi Feu,1941
Gilles Regnier,(1949),male,Marchand Hauteur Public Moitié Abri Puisque Été,1978
Léon Besnard,(1940),male,Avance Début Mort Leur Maître Apparaître Naissance,1971
Marcel de Bruneau,C.1913,male,Voilà Reculer Tu Préparer,1944
Arthur Carre,c.1914,man,Autour Geste Moi Gauche Passage,1948
Matthieu Le Gautier,(1924),man,Détacher Offrir Permettre Garde,1960
Nicolas Andre,c.1911,man,Société Dehors Cacher Gros Possible Musique,1944
David De Sousa,C.1908,man,Chaud Toute Ensuite Cesse Suivant Accomplir,1942
Gilbert Antoine,c.1912,man,Extraordinaire Toit Taille Six User,1945
Patrick Gillet-Mallet,c.1951,man,Soutenir Enfin Qualité Journée,1987
Nicolas Duhamel,c.1935,man,Employer Cesse Général,1965
Joseph Roche,c.1920,man,Sûr Mien Jardin Revenir Découvrir Supporter Chant,1949
Michel Julien,c.1924,man,Blond Mari Aimer,1959
David Ruiz de la Paris,c.1957,man,Raconter Ainsi Milieu Souvenir Rejoindre Retirer,1988
Augustin Le Delorme,C.1902,man,Eh Chute Personne Résister Cheveu,1938
Antoine Bouvet-Mallet,(1919),man,Jambe Commencer Lequel Blanc Comprendre Pied,1954
Alfred Leblanc,(1947-1951),man,Attaquer Anglais Officier Entrée Juste,1985
Marc Brun-Barbier,C.1923,man,Dominer Fonction Cheval Seul Portier,1955
Denis-Gérard Morvan,C.1904,man,Traîner Recherche Noir Tant Reste,1937
Gérard Sanchez,(1950-1954),man,Ouvert Nez Prince Supérieur Expérience Agiter Peau Oublier,1985
Benoît Marques,(1922),man,Quitter Déchirer Avancer,1957
Éric Courtois,c.1944,man,Employer Obliger Maintenant Nez Précipiter Distance Presser Qualité,1980
Grégoire Gilles,c.1908,man,Liberté Complètement Plaindre Fier Soirée,1940
Thibaut Tanguy,c.1909,man,Renoncer Sentier Intention Politique Avoir Entre Théâtre,1945
David Joly,c.1947,man,Parti Note Matin Quart Jeter,1983
Henri Alexandre,C.1955,man,Gauche Accepter Posséder Placer Léger Solitude Détacher,1988
Zacharie Bouvier,C.1936,man,Signer Employer Gris Chef,1969
Philippe Noël,c.1953,man,Mot Acte Midi Lendemain Choisir,1983
Édouard Martineau,C.1934,man,Siècle Eh Permettre Vivre Celui Profond Précis,1966
Guillaume Delaunay,(1921),man,Assez Désespoir Triste Mêler Etc Succès Muet,1950
Timothée Daniel,(1915-1919),man,Couler Place Poursuivre Honte Bataille Frère,1953
Jérôme Barbe de la Sanchez,C.1918,man,Parent Désir Lumière Caresser Mieux Prévoir Prêter,1947
Henri Foucher,c.1936,man,Durer Simple Accepter Docteur Monter Offrir,1972
Guy Ramos,(1925-1929),man,Repousser Taille Venir Détail Forêt,1960
Thibault Marin Le Bernier,c.1954,man,Parfaitement Ah Vieux Sommeil Chaque,1990
Georges Lesage,C.1913,man,Haut Fuir Emmener Faim Course Cruel Réveiller,1942
Thibaut-Jérôme Pereira,C.1941,man,Événement Couper Trembler Davantage Suite Construire,1969
Yves Faure,(1946),man,Printemps Raison Étoile Aile Écrire Divers Science,1979
Thibaut-Laurent Pons,c.1930,man,Au Interrompre D'Autres Dessiner Connaissance Sec Pourquoi,1958
Alfred Martin,c.1928,man,Poésie Esprit Escalier,1963
Raymond Benard,C.1943,man,Mur Loin Seulement Grâce,1973
Jérôme Peron,c.1933,man,Diriger Paupière Grave Pensée Pencher,1963
Marc de la Chrétien,(1949),man,Échapper Ministre Auteur Jambe Poussière,1982
Georges Jean,C.1909,man,Perte Auprès Certain Peur On Remplir,1944
Benoît Lucas,(1947),man,Chacun Rose Père Figure Soleil Particulier Animer,1981
David Michel,C.1949,man,Complètement Traîner Transformer Fier,1981
Alphonse Robert Le Chauveau,(1918-1922),man,Mémoire Créer Politique Roi Journal Avancer,1953
Alexandre Maurice,(1950),man,Droite Souvenir Plaindre Voler Étranger Intérieur Chasser,1979
Arthur Le Goff,c.1938,man,Sien Goût Enfant Même Forme,1969
Joseph-Xavier Marchal,C.1947,man,Présenter Doux Traverser Musique Appeler Finir Sens,1980
Julien Dubois,(1949-1953),man,Ombre Ami Même Inspirer,1985
Paul Godard,(1935),man,Dos Enfoncer Prison Souffrance Branche Rayon Étrange,1964
Maurice-Émile Renault,(1930),man,État Prendre Afin De Briller Presser Rapide,1963
Théodore Lombard,C.1951,man,Coeur Chacun Sang Santé Ce Menacer Commencement,1983
Arthur Robin-Peltier,(1904),man,Enfoncer Sable Présence Voilà Lendemain Tôt,1940
Benjamin Peltier,C.1918,man,Départ Autour Garde Loin Découvrir Mensonge Recommencer,1952
Gérard Le Adam,C.1949,man,Charger De Règle Fenêtre Frapper,1979
Arthur Delorme-Vincent,(1922),man,Passé Flot Nuage Plusieurs,1957
Sébastien du Sauvage,(1942),man,Donner Quart Intérieur Secrétaire Reculer,1976
Victor de la Pottier,(1931-1935),man,Fort Toujours L'Un Vieillard Siège,1968
Roland Rodrigues,c.1908,man,Retirer Ensuite Fond Point,1939
Aimé Nguyen,c.1955,man,Changement Perdre Frapper Comme Loin Médecin Larme,1984
Auguste Chevalier,C.1933,man,Respirer Ceci Mêler Cheval Confier,1967
Édouard Marques-Dubois,C.1934,man,Journée Tête Pont Tard,1970
Olivier Hamon,(1928),man,Règle Corde Marquer Environ Éclater,1956
Marc Dijoux,C.1942,man,Dès Fou Moyen Lueur,1971
Raymond de Marie,(1925-1929),man,Circonstance Ci Détail Mari Distinguer,1962
Philippe Laine,(1915-1919),man,Faire Solitude Riche Souvenir Réussir Centre,1949
Louis Étienne,C.1949,man,Oeuvre Tout Malgré Résultat Sang Haut Minute,1981
Gérard François,(1935-1939),man,Sentier Cent Valoir,1973
Émile Ollivier Le Dumas,(1914),man,Menacer Quarante Rang Silence,1942
Michel Thomas,c.1955,man,Vaincre Mourir Debout Nuage,1984
Étienne Auger-Courtois,(1951),man,Taille Commencement Matin Mine Énergie Entrer,1979
Étienne Lebreton,c.1907,man,Dieu Nord Enfermer Mener Fruit Jour Argent Brûler,1939
Marcel-Sébastien Gauthier,c.1952,man,Nombreux Respecter Glace Meilleur Confondre,1983
Honoré Laurent,(1940),man,Demander Grandir Rapport Trou Moyen Discussion Près,1968
Benjamin Weber,c.1909,man,Pièce Tendre Nombre Douze Peuple Guère Haut,1942
Emmanuel Leclercq,c.1914,man,Consulter Abattre Voici Poète Bleu Prière Fait,1947
Guillaume Bigot,c.1916,man,Un Dire Vingt Assurer,1945
Eugène Hernandez de Baudry,C.1934,man,Quarante Aussi Fort Posséder Afin De Action,1969
Jérôme Regnier,(1914),man,Posséder Appel Calme Pur,1950
Aimé Guillaume Le Gimenez,(1910-1914),man,Aller Colère Officier Parfois Déclarer Enlever Ramasser,1946
Guillaume Devaux,(1955-1959),man,Village Meilleur Attacher Attaquer,1987
Édouard Jourdan,(1915-1919),man,Prince Que Silencieux Défaut Plein Conseil,1952
Théodore Weiss-Lemaire,C.1938,man,Sentier Bientôt Fin Rocher Vide Ignorer,1972
Marc Leduc,(1934),man,Porter Aujourd'Hui Assurer Barbe Traverser,1965
Luc du Verdier,c.1952,man,Encore Déclarer Peu Rien,1987
Thierry Goncalves,C.1955,man,Plaire Rouge Vrai Nouveau Être Debout,1990
Philippe Gérard-Launay,c.1960,man,Silencieux Caresser Couche Écraser Tapis Quant À Rien,1989
Alexandre-Théophile Reynaud,(1943),man,Revoir Réclamer Épaule Âme Demain Trou,1974
Michel Gosselin,c.1915,man,Mourir Battre Intérêt Mon,1951
François Guillet,C.1920,man,Trace Oncle Imposer Son,1955
Bertrand-Christophe Leclercq,(1946),man,Bande Toucher Courir Heureux Précieux,1979
Charles Paul,C.1939,man,Alors Ouvert Chercher Voisin,1972
Jean Guichard,(1912-1916),man,Rompre Assister Voiture Soudain Recherche,1943
Tristan Mary,c.1911,man,Or Puisque Envie Tout,1947
Théodore de la Weber,c.1932,man,Fatigue Train Voisin Humain,1962
Denis de Guillon,(1949-1953),man,Désirer Posséder Avec Problème Promettre Ce,1986
Raymond Hebert,c.1915,man,Tout Serrer Train Dernier Éclater Calmer,1949
Vincent Grégoire,(1934-1938),man,Secours Soi Craindre Réfléchir Début Clef Digne Sur,1970
Alphonse Hoarau,C.1951,man,Contre Inventer Emporter Or Faire,1984
Maurice Diaz,(1946-1950),man,Ainsi Avenir Permettre Vision Parole,1984
Charles Langlois,(1902),man,Pleurer Coucher Du Admettre Air,1935
Bertrand de Lecomte,(1904),man,Empêcher Tu Fond Quinze Rapide,1936
Roger De Oliveira Le Potier,(1943),man,Acheter Campagne Former,1979
Antoine Georges,c.1915,man,Quitter Devant Aller Sorte Écrire Doute,1951
Rémy Bonnin,c.1915,man,Aventure Résultat Terme Appartement,1947
Eugène Gillet,(1909),man,Hasard Petit Surveiller,1941
Philippe Pages,(1910-1914),man,Science Souffler Silence Jusque Système Maison État,1944
André-Louis Rolland,(1914-1918),man,Époque Accepter Empêcher Manier Passer Contre Que,1953
Éric-Adrien Bertrand,(1925),man,Jeter Agent Part Désir,1960
Xavier Guillon de Cohen,(1917-1921),man,Désir Partie Au Chacun Chanter,1949
Henri Vaillant,c.1912,man,Secret Espoir Peser,1945
Roland Weiss,C.1953,man,Chant Vision Ramener Le Recommencer Fixer Dangereux,1981
Roger Paris,(1950),man,Haïr Journée Faim,1983
Grégoire-Alphonse Aubert,(1905-1909),man,Rire Chasse Repousser Ton Place Dur,1940
Henri Boucher,(1951-1955),man,Marche Coeur Larme Foi Suffire Leur Très Liberté,1989
Grégoire Dufour-Blanc,(1944),man,Mesure Arriver Sou,1974
Eugène Leconte,(1920-1924),man,Sommet Tenir Disparaître Larme Chambre,1951
William-Emmanuel Leclercq,C.1935,man,Chaise Imposer Lien Double,1971
Isaac Gillet-Evrard,c.1924,man,Propre Président Chat,1960
Benoît Fontaine,(1939),man,Finir Toit Garder Cas,1970
Édouard de la Besnard,(1938-1942),man,Prier Silencieux Voici Fête Vague,1971
Georges Cousin,(1915),man,Siège Liberté Nécessaire Hauteur,1948
Adrien Renard,c.1901,man,Trop Ennemi Oncle Famille Remercier Neuf Révéler,1936
Michel Laurent,(1931-1935),man,Rien Erreur Déjà Écrire Supporter Feu Très Respecter,1965
Jules Poulain,c.1943,man,Horizon Tenter Sur Autre Apercevoir,1976
Victor-Antoine Pereira,c.1938,man,Penser Huit Différent Tranquille,1973
Roland Guilbert,c.1929,man,Aussi Chaque Lendemain Dur Souffrance Sien Mien,1961
Sébastien Georges-Collet,(1932),man,Instinct Ensuite Guère,1966
Georges Chauvet,(1923),man,Vérité Changer Effet Mariage Absolument Coucher,1952
Guillaume du Colin,(1951-1955),man,Mourir Rassurer Celui Marché Comme Vite,1989
Benoît Jean,(1924),man,Prince Considérer Aussi Mentir Refuser Différent Papa Général,1960
Sébastien Dupuis,(1937),man,Serrer Désir Chambre Cercle Étranger Puis Souhaiter,1971
Hugues Hervé,(1929-1933),man,Accomplir Révolution Connaître Fils Coucher Île,1968
Luc Fournier,(1942-1946),man,Livrer Façon Digne Histoire Falloir Satisfaire Calmer Changement,1973
Guillaume Noël,c.1939,man,Dieu Courage Attitude Hiver Plutôt,1967
Guy Girard,(1936),man,Le Divers Observer Humide Vin,1970
Jacques-Guy Laine,(1954-1958),man,Songer Respirer Douter Connaissance Mériter,1987
Gabriel Duval de la Dufour,c.1957,man,Votre Théâtre Visage Anglais Désirer Centre Voir Prêt,1988
Olivier Rey,(1932-1936),man,Abri Visible Neuf Point Placer Exister,1970
Édouard Toussaint,(1953-1957),man,Risquer Produire Se Mieux Hésiter,1988
Charles Rey,(1920-1924),man,Vrai Encore Société Sérieux Certainement Froid Gagner,1956
Maurice Bouchet,(1923),man,Mener Lien Assister,1957
Paul Le Lévêque,(1903-1907),man,Fait Odeur Enfin Impossible,1936
Gabriel Lebrun Le Ribeiro,(1904-1908),man,Abattre Autre Yeux Jeune,1936
Martin Navarro du Weber,(1948),man,Garçon Travailler Rôle Neuf Travail Désigner,1979
Zacharie Bègue,C.1908,man,Intéresser Foule Bien Table Fonder,1944
Christophe Perret,c.1933,man,Douze Soin Qualité Paysage Choix,1963
Daniel Carlier,C.1934,man,Mien Mien Juger Voile Épais Envie,1963
Denis-Léon Guyot,c.1944,man,Humide Chair Lettre Diriger Fusil Peine Jeune Lueur,1977
Louis de la Robert,(1944),man,Vérité Discours Personne Servir,1972
Bertrand Ledoux,(1943-1947),man,Moi Doigt Machine Connaître Lien,1981
Yves Laurent,(1908-1912),man,Question Rue Mille Seulement Comment Assurer,1942
Vincent Regnier,c.1906,man,Banc Lueur Règle Habiller,1939
Jules Charrier Le Leleu,(1916-1920),man,Assurer Peuple Fou Entraîner Chaleur,1950
Thibault Olivier de la Henry,(1957-1961),man,Étouffer Dos Position Printemps Précéder Oreille,1988
Gérard-Grégoire Bourgeois,C.1936,man,Clef Son Plan Pointe Espoir Bon Être,1970
Emmanuel Blin,c.1953,man,Noire Premier Note Franchir Vous,1989
Stéphane Paul,C.1929,man,Général Vingt Grave Même Feu Roi,1961
Gilbert Louis,(1904-1908),man,Beauté Unique Roi,1939
Benoît Albert,c.1938,man,Dégager Élément Moyen Mourir Erreur,1971
Eugène Texier,(1936-1940),man,Supporter Adresser Quinze Fixer Main Manger Plante,1973
Denis Clerc,(1957),man,Surveiller Compagnie Puis Importance Miser Mari Discussion,1989
Denis Jacquot,c.1919,man,Avouer Sens Tellement Intérieur,1947
Éric Gimenez,c.1950,man,Après Intention Pour Tour Remarquer,1984
Raymond Lebrun,c.1938,man,Caresser Dernier Mêler Promener Réflexion Asseoir Rang Expérience,1972
Lucas Imbert,(1903-1907),man,Ramasser Connaissance Céder,1938
Laurent Thibault,c.1940,man,Au Émotion De Delà Partout,1970
Thibault Durand,(1927),man,Cause Être Voix Satisfaire Avec Causer,1962
René Laine,c.1939,man,Adresser Lentement Signer Remonter,1968
Isaac Clerc,c.1916,man,Tel Car Odeur,1952
Hugues de Martins,(1904-1908),man,Claire Saint Autre Reste Pousser Puis Guère,1941
Luc Chrétien,C.1926,man,Cinq Retour Ni Penser Ah,1956
Bertrand Blanc Le Aubert,(1947),man,Ami Général Souffler Oui,1978
Maurice de la David,(1919-1923),man,Couleur Suite Précis Fort,1957
Gabriel Carlier,C.1944,man,Sentier Quant À Voix Loi Chambre Joli,1978
Zacharie Robin,C.1915,man,Taille Mon Bout Nature Brûler Veille Circonstance,1948
Frédéric Bouvier,(1947-1951),man,Soit Maître Devenir Demander Long Sept,1985
Xavier de la Chevallier,(1922-1926),man,Demain Loin Sérieux Rôle,1953
Robert Delmas,C.1920,man,Soleil Effacer Social Importer Son,1951
Yves-Édouard Teixeira,(1945-1949),man,Apparence Certain Tout Réfléchir Produire,1982
Thomas Guillot,(1929),man,Soirée Ministre Jeter Emporter Montagne,1962
Arthur Guibert,C.1911,man,Entier Tache Suivre Folie Politique Épais Grâce,1940
Adrien Germain,(1913),man,Établir Situation Disparaître Tôt Recommencer Trace Connaître Cas,1948
Joseph-Raymond Godard,(1924-1928),man,Passé Bas Réflexion Naturellement Derrière Famille Rêve,1957
Théodore Rémy,(1930-1934),man,Imaginer Naturellement Éclairer Hauteur Sac Chasse Puis Autour,1965
Isaac Vallet Le Guillet,C.1919,man,Gauche Monsieur Respirer Tendre Travers,1953
René Bousquet,c.1940,man,Gens Maison Tandis Que Permettre,1969
Guillaume Rémy,(1903),man,Voisin Raison Même Terreur,1939
