Period;Currency;Rate
2012-11-25;MXN;16.7933
2012-11-29;GBP;0.81053
2012-12-03;USD;1.3057
2012-12-04;SEK;8.6265
2012-12-06;GBP;0.81135
2012-12-13;MXN;16.663
2012-12-24;AUD;1.2715
2013-01-06;GBP;0.8123
2013-01-08;AUD;1.2466
2013-01-08;MXN;16.6881
2013-01-11;SEK;8.6248
2013-01-19;GBP;0.8372
2013-01-21;CAD;1.323
2013-01-26;MXN;17.0448
2013-02-03;USD;1.3644
2013-02-05;SEK;8.5632
2013-02-08;SEK;8.595
2013-02-20;CAD;1.3567
2013-02-20;SEK;8.4297
2013-02-27;AUD;1.2842
2013-03-11;USD;1.2994
2013-03-13;SEK;8.2931
2013-03-22;AUD;1.2412
2013-03-22;GBP;0.8528
2013-03-22;MXN;16.0711
2013-04-17;GBP;0.8613
2013-04-29;GBP;0.844
2013-05-08;CAD;1.319
2007-12-01;AUD;1.6643
2007-12-02;GBP;0.71455
2007-12-02;MXN;16.0866
2007-12-08;USD;1.4649
2007-12-10;GBP;0.7195
2007-12-12;MXN;15.9279
2007-12-22;CAD;1.4356
2007-12-26;AUD;
2007-12-29;MXN;15.9708
2008-01-02;SEK;9.4257
2008-01-04;MXN;16.0171
2008-01-07;USD;1.4723
2008-01-10;MXN;16.0556
2008-01-11;SEK;9.398
2008-01-14;USD;1.4895
2008-01-15;CAD;1.5096
2008-01-21;USD;1.4482
2008-01-21;CAD;1.493
2008-01-21;GBP;0.74325
2008-01-21;SEK;9.4752
2008-01-24;AUD;1.6763
2008-01-25;MXN;16.0035
2008-02-04;GBP;0.7502
2008-02-11;SEK;9.4202
2008-02-12;AUD;1.6057
2008-02-13;SEK;9.3493
2002-03-22;CAD;1.3859
2002-03-28;GBP;0.613
2002-03-31;USD;
2002-03-31;MXN;
2002-03-31;SEK;
2002-04-01;SEK;
2002-04-09;USD;0.8763
2002-04-10;SEK;9.0922
2002-04-13;GBP;0.6125
2002-04-18;SEK;9.1535
2002-04-21;AUD;1.6464
2002-04-22;CAD;1.3974
2002-04-22;SEK;9.208
2002-05-04;USD;0.9083
2002-05-12;CAD;1.4234
2002-05-10;SEK;9.3055
2002-05-13;AUD;1.6686
2002-05-25;CAD;1.4157
2002-05-28;USD;0.9255
2002-05-28;AUD;1.6503
2002-06-04;GBP;0.645
2002-06-13;CAD;1.4491
2002-06-13;MXN;9.062
2002-06-18;MXN;9.1133
2002-06-19;USD;0.9561
2002-06-23;GBP;0.6444
2002-06-22;SEK;9.0445
2002-06-26;GBP;0.6491
2002-07-01;CAD;1.504
2002-07-14;USD;0.9873
2002-07-17;USD;1.0064
2002-07-31;CAD;1.5425
2002-08-01;CAD;1.5461
2002-08-07;GBP;0.6311
2002-08-10;AUD;1.8153
2002-08-24;USD;0.9697
2002-08-23;AUD;1.784
2002-08-28;MXN;9.7242
2002-09-09;GBP;0.6287
2002-09-17;AUD;1.7683
2002-09-21;SEK;9.0937
2002-09-30;AUD;1.8101
2002-09-30;SEK;9.1516
2002-10-07;MXN;9.977
2002-10-11;USD;0.9857
2002-10-16;MXN;9.9242
2002-10-20;GBP;0.6283
2002-10-26;CAD;1.5277
2002-10-29;USD;0.982
2002-10-31;USD;0.9864
2002-11-04;AUD;1.7726
2002-11-10;CAD;1.5752
2002-11-17;GBP;0.6362
2002-11-22;GBP;0.6335
2002-12-01;USD;0.9927
2002-12-05;CAD;1.5578
2002-12-07;CAD;1.5591
2002-12-08;CAD;1.5591
2002-12-10;AUD;1.7946
2003-01-04;MXN;10.7957
2003-01-08;GBP;0.6495
2003-01-08;SEK;9.0702
2003-01-13;MXN;11.1034
2003-01-14;CAD;1.6301
2003-01-28;USD;1.0808
2003-01-28;CAD;1.6501
2003-01-30;CAD;1.641
2003-02-02;SEK;9.2285
2003-02-08;GBP;0.6628
2003-02-12;USD;1.0731
2003-02-13;GBP;0.6644
2003-02-20;CAD;1.6212
2003-02-22;MXN;11.8804
2003-02-25;AUD;1.7789
2003-03-01;AUD;1.7816
2003-03-09;AUD;1.7898
2003-03-16;MXN;11.7278
2003-03-22;USD;1.0572
2003-03-23;MXN;11.4218
2003-03-23;SEK;9.164
2003-04-05;AUD;1.7842
2003-04-07;USD;1.0582
2003-04-08;MXN;11.4131
2003-04-14;GBP;0.6827
2003-04-20;GBP;
2003-05-03;SEK;9.1168
2003-05-09;AUD;1.7806
2003-05-09;CAD;1.6049
2003-05-14;SEK;9.1785
2003-05-29;MXN;12.2041
2003-06-03;SEK;9.125
2003-06-11;SEK;9.106
2003-06-15;CAD;1.5826
2003-06-14;GBP;0.7053
2003-06-22;MXN;12.2254
2003-06-26;AUD;1.7174
2003-06-26;MXN;12.0157
2003-06-28;AUD;1.7166
2003-06-28;MXN;11.9246
2003-06-30;MXN;11.8925
2003-07-04;USD;1.1466
2003-07-06;CAD;1.5341
2003-07-06;MXN;11.9283
2003-07-07;AUD;1.6675
2003-07-07;GBP;0.68855
2003-07-09;SEK;9.143
2003-07-18;AUD;1.7303
2003-07-25;MXN;12.0855
2003-07-27;SEK;9.1925
2008-03-02;CAD;1.4895
2008-03-02;SEK;9.3948
2008-03-08;GBP;0.7647
2008-03-13;SEK;9.451
2008-03-16;USD;1.5561
2008-03-16;AUD;1.6531
2008-03-14;SEK;9.4361
2008-03-18;MXN;16.9262
2008-03-20;GBP;0.7783
2008-04-01;AUD;1.7215
2008-04-02;GBP;0.7885
2008-04-14;GBP;0.7986
2008-04-16;MXN;16.6417
2008-04-18;USD;1.578
2008-05-06;GBP;0.7881
2008-05-07;USD;1.543
2008-05-25;USD;1.5742
2008-06-01;AUD;1.6212
2008-06-05;USD;1.5402
2008-06-08;GBP;0.7971
2008-06-11;USD;1.5515
2008-06-15;AUD;1.6394
2008-06-13;GBP;0.78835
2008-06-17;USD;1.5477
2008-06-18;CAD;1.5797
2008-06-24;SEK;9.4026
2008-07-08;CAD;1.5973
2008-07-10;CAD;1.5878
2008-07-13;MXN;16.3386
2008-07-17;GBP;0.7914
2008-07-21;CAD;1.5921
2008-07-22;SEK;9.4763
2008-07-23;GBP;0.7872
2008-07-26;SEK;9.461
2008-07-28;MXN;15.8846
2008-08-11;MXN;15.2222
2008-08-15;GBP;0.7907
2008-08-16;GBP;0.7907
2008-08-17;SEK;9.355
2008-08-19;USD;1.4677
2008-08-31;SEK;9.4381
2008-09-02;CAD;1.5483
2008-09-09;SEK;9.4684
2008-09-10;AUD;1.7541
2008-09-10;CAD;1.509
2008-09-12;MXN;14.9315
2008-10-04;USD;1.3834
2008-10-07;GBP;0.77725
2008-10-19;AUD;1.9617
2008-10-22;SEK;10.1225
2008-11-08;GBP;0.80845
2008-11-08;SEK;10.0545
2008-11-18;CAD;1.5554
2008-11-20;GBP;0.8421
2008-11-25;USD;1.2811
2008-11-25;MXN;17.1998
2008-12-10;USD;1.2925
2008-12-11;CAD;1.6383
2008-12-14;AUD;2.0291
2008-12-15;MXN;18.4344
2008-12-22;GBP;0.9432
2008-12-23;GBP;0.94395
2008-12-25;USD;
2008-12-28;SEK;
2009-01-04;CAD;1.6942
2009-01-06;SEK;10.5675
2009-01-07;AUD;1.8831
2009-01-07;MXN;18.2717
2009-01-08;USD;1.3617
2009-01-10;SEK;10.7215
2009-01-14;USD;1.3173
2009-01-23;MXN;18.1433
2009-01-26;USD;1.299
2009-01-31;AUD;2.0115
2009-02-04;USD;1.2818
2009-02-11;CAD;1.6138
2009-02-11;SEK;10.8175
2009-02-16;GBP;0.8945
2009-02-18;CAD;1.5882
2009-02-26;USD;1.2782
2009-03-01;AUD;1.9891
2009-03-02;MXN;19.3739
2009-03-08;USD;1.2658
2009-03-08;GBP;0.89
2009-03-11;MXN;19.4155
2009-03-13;GBP;0.922
2009-03-20;USD;1.3549
2009-03-22;USD;1.3549
2009-03-31;MXN;18.7623
2009-04-02;USD;1.3392
2009-04-09;GBP;0.9044
2009-04-13;USD;
2009-04-18;USD;1.3058
2009-04-20;CAD;1.5985
2009-04-20;GBP;0.8896
2009-04-24;USD;1.3232
2009-04-25;CAD;1.6121
2009-04-26;MXN;17.3372
2009-04-26;SEK;10.831
2009-04-29;GBP;0.89875
2009-05-30;MXN;18.434
2009-06-03;MXN;18.7632
2009-06-09;AUD;1.7571
2009-06-20;USD;1.3932
2009-06-21;AUD;1.7283
2009-06-21;SEK;10.9725
2009-06-24;USD;1.4029
2009-06-25;SEK;11.0718
2009-07-09;CAD;1.6182
2009-07-09;GBP;0.8606
2009-08-05;AUD;1.708
2009-08-05;CAD;1.5507
2009-08-10;AUD;1.6895
2009-08-12;MXN;18.52
2009-08-14;MXN;18.3544
2009-08-20;CAD;1.56
2009-08-27;AUD;1.7101
2009-08-30;AUD;1.6995
2009-08-31;AUD;1.7087
2009-09-02;AUD;1.7112
2009-09-08;SEK;10.1867
2009-09-10;MXN;19.6176
2009-09-11;MXN;19.5779
2009-09-13;MXN;19.5779
2009-09-23;CAD;1.5794
2009-10-09;AUD;1.6288
2009-10-11;AUD;1.6288
2009-10-12;USD;1.4765
2009-10-15;GBP;0.9147
2009-10-20;AUD;1.6121
2009-10-25;MXN;19.3758
2009-10-27;USD;1.4874
2009-10-27;CAD;1.5839
2009-11-20;MXN;19.3928
2009-12-05;CAD;1.5778
2009-12-04;MXN;18.9382
2009-12-13;MXN;19.0144
2009-12-16;AUD;1.6179
2009-12-22;AUD;1.6259
2009-12-24;CAD;1.5052
2009-12-31;MXN;18.9223
2010-01-03;SEK;
2010-01-05;AUD;1.5769
2010-01-22;USD;1.4135
2010-01-28;USD;1.3999
2010-01-30;AUD;1.5639
2010-02-03;MXN;18.0114
2010-02-07;USD;1.3691
2010-02-14;AUD;1.5366
2010-02-16;USD;1.3649
2010-02-16;SEK;9.877
2010-02-18;MXN;17.4548
2010-02-18;SEK;9.7913
2010-02-19;GBP;0.8783
2010-02-22;GBP;0.8797
2010-03-01;MXN;17.2478
2010-03-06;SEK;9.7178
2010-03-11;GBP;0.9086
2010-03-12;MXN;17.2641
2010-03-20;SEK;9.6775
2010-03-27;CAD;1.3721
2010-03-29;SEK;9.776
2010-04-03;GBP;
2010-04-18;USD;1.3535
2010-04-20;SEK;9.645
2010-04-21;GBP;0.869
2010-04-23;USD;1.3311
2010-04-26;USD;1.3321
2010-04-28;CAD;1.3402
2010-05-01;USD;1.3315
2010-05-03;GBP;0.868
2010-05-05;SEK;9.6419
2010-05-10;SEK;9.6861
2010-05-11;SEK;9.6563
2010-05-14;SEK;9.5745
2010-05-20;SEK;9.7388
2010-05-21;MXN;16.3787
2010-05-22;SEK;9.831
2010-06-01;AUD;1.4595
2010-06-02;MXN;15.7618
2010-06-04;CAD;1.2595
2010-06-05;GBP;0.82745
2010-06-11;GBP;0.8293
2010-06-15;MXN;15.5142
2010-06-21;CAD;1.2601
2010-06-30;USD;1.2271
2010-07-05;AUD;1.4916
2010-07-12;USD;1.2572
2010-07-21;USD;1.2817
2010-07-24;MXN;16.4346
2010-07-28;CAD;1.3391
2010-07-30;GBP;0.8349
2010-08-01;MXN;16.574
2010-08-03;CAD;1.3543
2010-08-14;USD;1.2799
2010-08-16;AUD;1.4379
2010-08-17;USD;1.286
2010-08-17;CAD;1.3341
2010-08-18;GBP;0.8233
2010-08-23;GBP;0.8169
2010-08-24;MXN;16.383
2010-08-26;MXN;16.4679
2010-09-05;USD;1.2834
2010-09-07;SEK;9.3185
2010-09-08;CAD;1.331
2010-09-15;SEK;9.195
2010-09-17;USD;1.306
2010-09-25;CAD;1.3801
2010-10-02;SEK;9.2183
2010-10-13;USD;1.3958
2010-10-13;GBP;0.8812
2010-10-18;AUD;1.4087
2010-10-27;AUD;1.4194
2010-10-28;CAD;1.4195
2010-11-17;AUD;1.3801
2010-11-19;USD;1.3674
2010-11-20;MXN;16.8213
2010-11-22;SEK;9.3855
2010-11-23;SEK;9.3865
2010-11-25;AUD;1.3595
2010-12-03;MXN;16.3389
2010-12-11;AUD;1.3399
2010-12-17;AUD;1.3428
2010-12-22;GBP;0.8492
2010-12-24;AUD;1.3052
2010-12-24;GBP;0.8496
2010-12-27;GBP;0.8523
2011-01-01;CAD;1.3322
2011-01-05;USD;1.3213
2011-01-05;GBP;0.8483
2011-01-15;AUD;1.3528
2011-01-16;SEK;8.9765
2011-01-31;MXN;16.6417
2011-02-10;GBP;0.8478
2011-02-12;MXN;16.3513
2011-02-18;CAD;1.3398
2011-02-28;AUD;1.3601
2011-03-05;CAD;1.3575
2011-03-05;GBP;0.85805
2011-03-18;AUD;1.424
2011-03-18;CAD;1.3894
2011-03-22;SEK;8.932
2011-03-24;CAD;1.3816
2011-03-30;MXN;16.7932
2011-04-02;GBP;0.8815
2011-04-01;SEK;8.9382
2011-04-05;SEK;8.9895
2011-04-17;AUD;1.373
2011-04-16;GBP;0.8838
2011-04-18;AUD;1.3575
2011-04-18;MXN;16.716
2011-04-24;CAD;
2011-04-26;AUD;1.3591
2011-04-29;GBP;0.8917
2011-05-02;CAD;1.4088
2011-05-04;CAD;1.4175
2011-05-14;SEK;8.9951
2011-05-30;MXN;16.5755
2011-06-01;SEK;8.889
2011-06-02;AUD;1.3563
2011-06-09;CAD;1.4298
2011-06-15;GBP;0.8797
2011-06-17;MXN;16.9806
2011-06-20;AUD;1.3528
2011-06-23;AUD;1.3524
2011-06-27;AUD;1.3605
2011-06-27;GBP;0.8897
2011-06-29;AUD;1.3585
2011-06-30;USD;1.4453
2011-07-11;AUD;1.3168
2011-07-12;CAD;1.3584
2011-07-16;AUD;1.3264
2011-07-21;AUD;1.3246
2011-07-24;AUD;1.3234
2011-07-31;AUD;1.305
2011-07-30;MXN;16.7518
2011-07-31;MXN;16.7518
2011-08-10;USD;1.4367
2011-08-11;USD;1.4143
2011-08-25;AUD;1.375
2011-08-25;GBP;0.8812
2011-08-26;MXN;18.0543
2011-08-31;USD;1.445
2011-09-14;GBP;0.8695
2011-09-21;CAD;1.3594
2011-09-30;USD;1.3503
2011-09-30;SEK;9.258
2011-10-06;USD;1.3269
2011-10-11;AUD;1.3684
2011-10-18;MXN;18.5187
2011-10-21;USD;1.3798
2011-11-02;AUD;1.3303
2011-11-05;SEK;9.1113
2011-11-12;SEK;9.0935
2011-11-14;CAD;1.3886
2011-11-17;SEK;9.1747
2011-11-19;GBP;0.85805
2011-11-24;SEK;9.244
2011-11-29;USD;1.3336
2011-12-03;AUD;1.3135
2011-12-03;GBP;0.8602
2011-12-06;GBP;0.85655
2011-12-13;GBP;0.84625
2011-12-23;USD;1.3057
2012-01-02;CAD;1.3195
2012-01-04;USD;1.2948
2012-01-11;USD;1.2718
2012-01-11;AUD;1.2361
2012-01-12;CAD;1.2946
2012-02-13;AUD;1.2326
2012-02-22;GBP;0.8442
2012-03-03;USD;1.3217
2012-03-12;GBP;0.8392
2012-03-28;MXN;16.9715
2012-03-29;CAD;1.3271
2012-03-30;SEK;8.8455
2012-04-13;SEK;8.8945
2012-04-27;USD;1.3229
2012-05-03;MXN;17.0073
2012-05-06;CAD;1.2986
2012-05-06;SEK;8.9041
2012-05-07;CAD;1.2983
2012-05-16;CAD;1.2832
2012-05-17;USD;1.2682
2012-05-29;USD;1.2523
2012-06-04;USD;1.2437
2012-06-04;GBP;0.80845
2012-06-07;GBP;0.8086
2012-06-12;USD;1.2492
2012-06-14;USD;1.2551
2012-06-16;GBP;0.8119
2012-06-18;USD;1.2618
2012-06-23;MXN;17.3916
2012-07-29;CAD;1.2407
2012-07-29;GBP;0.78295
2012-07-27;MXN;16.4814
2012-07-29;MXN;16.4814
2012-07-30;CAD;1.2297
2012-07-31;CAD;1.2312
2012-08-05;AUD;1.1649
2012-08-12;USD;1.2262
2012-08-16;MXN;16.1358
2012-08-18;CAD;1.2195
2012-08-24;GBP;0.7896
2012-08-30;USD;1.2544
2012-09-01;MXN;16.777
2012-09-05;GBP;0.79035
2012-09-08;AUD;1.2279
2003-08-04;AUD;1.7374
2003-08-07;USD;1.1353
2003-08-10;GBP;0.70335
2003-08-09;MXN;12.0746
2003-08-12;AUD;1.7195
2003-08-15;SEK;9.2322
2003-08-20;CAD;1.551
2003-08-26;AUD;1.6809
2003-08-29;GBP;0.6926
2003-08-30;GBP;0.6926
2003-09-03;SEK;9.149
2003-09-04;AUD;1.6943
2003-09-05;MXN;11.8479
2003-09-11;AUD;1.7025
2003-09-13;AUD;1.6934
2003-09-21;SEK;9.0375
2003-09-23;GBP;0.6936
2003-09-23;SEK;9.03
2003-09-25;MXN;12.4121
2003-09-27;CAD;1.5557
2003-09-29;AUD;1.7023
2003-10-05;AUD;1.7081
2003-10-15;MXN;13.0424
2003-11-06;GBP;0.683
2003-11-15;CAD;1.5292
2003-11-16;GBP;0.697
2003-11-14;MXN;13.1348
2003-11-18;MXN;13.1436
2003-11-20;AUD;1.6463
2003-11-22;CAD;1.5549
2003-11-22;MXN;13.3345
2003-11-23;MXN;13.3345
2003-11-21;SEK;8.9625
2003-11-27;CAD;1.5567
2003-11-29;CAD;1.5552
2003-12-06;MXN;13.5112
2003-12-11;MXN;13.6547
2003-12-14;USD;1.2254
2003-12-17;CAD;1.6418
2003-12-24;SEK;9.0905
2004-01-01;CAD;
2004-01-06;SEK;9.1278
2004-01-12;CAD;1.6323
2004-01-16;USD;1.2493
2004-01-21;AUD;1.6328
2004-01-24;USD;1.2692
2004-01-26;MXN;13.6744
2004-01-27;GBP;0.69085
2004-01-28;AUD;1.6209
2004-01-29;GBP;0.685
2004-02-01;GBP;0.6846
2004-02-04;AUD;1.6413
2004-02-07;MXN;14.0432
2004-02-10;MXN;14.2288
2004-02-17;AUD;1.6139
2004-02-19;AUD;1.6081
2004-02-28;SEK;9.2315
2004-03-03;SEK;9.255
2004-03-05;GBP;0.6704
2004-03-13;AUD;1.6748
2004-03-14;SEK;9.2376
2004-03-21;USD;1.2344
2004-03-23;USD;1.2276
2004-03-23;SEK;9.2272
2004-03-24;GBP;0.6653
2004-03-31;AUD;1.6052
2004-04-03;AUD;1.6095
2004-04-05;MXN;13.4555
2004-04-08;GBP;0.6601
2004-04-18;USD;1.1932
2004-04-18;CAD;1.608
2004-04-27;GBP;0.6638
2004-05-03;USD;1.1953
2004-05-08;USD;1.2073
2004-05-12;MXN;13.7397
2004-05-13;USD;1.1823
2004-05-16;GBP;0.6739
2004-05-14;MXN;13.7417
2004-05-22;CAD;1.6472
2004-05-26;GBP;0.6664
2004-05-28;CAD;1.6685
2004-05-30;MXN;13.9904
2004-05-28;SEK;9.115
2004-06-01;MXN;14.002
2004-06-06;SEK;9.1467
2004-06-18;CAD;1.6511
2004-06-18;MXN;13.6531
2004-07-14;GBP;0.6662
2004-07-26;CAD;1.6039
2004-07-29;MXN;13.7564
2004-07-31;AUD;1.7165
2004-08-01;GBP;0.66255
2004-08-02;AUD;1.7146
2004-08-02;MXN;13.7365
2004-08-07;MXN;13.7999
2004-08-13;SEK;9.2198
2004-08-17;CAD;1.6109
2004-08-21;AUD;1.7027
2004-08-23;GBP;0.6744
2004-08-24;USD;1.2139
2004-08-30;MXN;13.7314
2004-09-04;AUD;1.745
2004-09-03;GBP;0.6799
2004-09-12;SEK;9.0981
2004-09-15;SEK;9.1175
2004-09-18;AUD;1.7441
2004-09-19;AUD;1.7441
2004-09-18;SEK;9.1091
2004-09-23;AUD;1.7258
2004-09-25;SEK;9.039
2004-10-10;GBP;0.6891
2004-10-09;SEK;9.068
2004-10-12;SEK;9.0578
2004-10-24;CAD;1.5684
2004-10-24;SEK;9.094
2004-10-31;GBP;0.69565
2004-11-01;SEK;9.0525
2004-11-11;MXN;14.6921
2004-11-13;CAD;1.5394
2004-11-16;SEK;8.9625
2004-11-21;CAD;1.566
2004-11-20;SEK;8.9695
2004-12-05;CAD;1.5928
2004-12-12;AUD;1.7609
2004-12-16;AUD;1.7516
2004-12-22;AUD;1.7442
2004-12-23;MXN;14.9896
2004-12-27;GBP;0.7036
2004-12-30;CAD;1.6483
2005-01-04;AUD;1.73
2005-01-08;SEK;9.0298
2005-01-15;USD;1.3091
2005-01-19;GBP;0.69655
2005-01-20;CAD;1.5934
2005-01-22;USD;1.2963
2005-01-22;SEK;9.057
2005-01-26;CAD;1.61
2005-02-06;SEK;9.0853
2005-02-09;CAD;1.5949
2005-02-10;SEK;9.091
2005-02-11;CAD;1.5986
2005-02-14;SEK;9.0972
2005-02-19;SEK;9.0914
2005-02-24;USD;1.326
2005-02-25;USD;1.3165
2005-02-25;CAD;1.6358
2005-02-28;GBP;0.68975
2005-03-03;CAD;1.6341
2005-03-04;MXN;14.5748
2005-03-05;MXN;14.5748
2005-03-08;CAD;1.6242
2005-03-18;USD;1.3279
2005-03-19;SEK;9.1144
2005-03-22;AUD;1.6709
2005-03-26;GBP;
2005-03-28;SEK;
2005-04-01;USD;1.2959
2005-04-08;MXN;14.3229
2005-04-23;AUD;1.6773
2005-04-24;SEK;9.1704
2005-04-28;SEK;9.1413
2005-05-12;AUD;1.6565
2005-05-22;GBP;0.68715
2005-05-25;USD;1.2564
2005-06-10;MXN;13.2914
2005-06-13;SEK;9.2665
2005-06-20;GBP;0.66855
2005-06-24;AUD;1.5647
2005-06-30;MXN;13.0
2005-07-03;CAD;1.4867
2005-07-07;CAD;1.476
2005-07-14;AUD;1.6062
2005-07-26;MXN;12.9452
2005-07-28;GBP;0.6907
2005-08-10;SEK;9.3545
2005-08-11;SEK;9.3223
2005-08-12;CAD;1.4935
2005-08-14;GBP;0.68675
2005-08-16;MXN;13.0301
2005-08-17;MXN;13.0569
2005-08-17;SEK;9.3309
2005-08-25;CAD;1.4621
2005-08-31;AUD;1.6343
2005-08-31;CAD;1.4552
2005-09-04;USD;1.2541
2005-09-06;GBP;0.6767
2005-09-08;MXN;13.3165
2005-09-09;AUD;1.607
2005-09-17;SEK;9.3305
2005-09-21;CAD;1.4264
2005-09-22;MXN;13.2329
2005-09-22;SEK;9.3615
2005-09-23;GBP;0.6785
2005-09-30;CAD;1.4063
2005-10-03;GBP;0.68
2005-10-11;CAD;1.4203
2005-10-12;SEK;9.3507
2005-10-15;GBP;0.6854
2005-10-18;USD;1.1937
2005-10-18;CAD;1.4167
2005-10-20;CAD;1.4062
2005-10-21;AUD;1.6005
2005-10-21;SEK;9.49
2005-10-25;GBP;0.67665
2005-10-28;AUD;1.6114
2005-10-30;CAD;1.4211
2005-11-01;GBP;0.679
2005-11-09;MXN;12.57
2005-11-10;AUD;1.6041
2005-11-13;MXN;12.4991
2005-11-12;SEK;9.5888
2005-11-15;MXN;12.4438
2005-11-19;MXN;12.4411
2005-11-21;CAD;1.4062
2005-11-24;SEK;9.511
2005-12-02;AUD;1.572
2005-12-04;GBP;0.67745
2005-12-13;SEK;9.4415
2005-12-15;USD;1.1999
2005-12-15;MXN;12.9233
2005-12-24;MXN;12.6514
2005-12-31;AUD;1.6109
2006-01-29;MXN;12.7495
2006-01-30;CAD;1.3826
2006-02-01;USD;1.2092
2006-02-19;SEK;9.381
2006-02-21;AUD;1.6116
2006-02-25;USD;1.1896
2006-02-27;MXN;12.4158
2006-03-03;CAD;1.3627
2006-03-15;AUD;1.6277
2006-03-15;CAD;1.3885
2006-03-28;AUD;1.6992
2006-03-28;MXN;13.2993
2006-04-25;CAD;1.413
2006-05-03;AUD;1.6417
2006-05-06;SEK;9.322
2006-05-16;CAD;1.4263
2006-05-23;GBP;0.6821
2006-05-23;SEK;9.3095
2006-05-24;AUD;1.7023
2006-06-01;MXN;14.4502
2006-06-07;SEK;9.223
2006-06-11;GBP;0.68685
2006-06-14;GBP;0.68265
2006-06-29;SEK;9.2373
2006-07-01;AUD;1.7117
2006-07-03;GBP;0.6933
2006-07-10;MXN;13.9803
2006-07-20;SEK;9.2305
2006-07-24;GBP;0.6816
2006-08-02;GBP;0.68215
2006-08-03;MXN;14.0353
2006-08-13;SEK;9.1948
2006-08-15;CAD;1.4393
2006-08-16;MXN;13.7839
2006-08-17;MXN;13.8552
2006-08-18;SEK;9.2085
2006-08-24;AUD;1.6794
2006-08-29;CAD;1.4206
2006-09-04;MXN;13.9487
2006-09-15;AUD;1.6853
2006-09-15;SEK;9.225
2006-09-19;CAD;1.4201
2006-09-24;MXN;14.2301
2006-09-30;SEK;9.2797
2006-10-01;SEK;9.2797
2006-10-10;AUD;1.6853
2006-10-11;MXN;13.8713
2006-10-14;MXN;13.6526
2006-10-18;GBP;0.67005
2006-10-22;GBP;0.6693
2006-10-24;USD;1.2541
2006-11-02;AUD;1.6511
2006-11-06;AUD;1.6507
2006-11-11;GBP;0.6723
2006-11-14;GBP;0.67605
2006-11-14;MXN;13.9386
2006-11-19;CAD;1.4651
2006-11-30;SEK;9.0661
2006-12-02;SEK;9.036
2006-12-12;MXN;14.3665
2006-12-14;SEK;9.0602
2006-12-16;USD;1.3106
2006-12-24;AUD;1.6792
2006-12-30;SEK;9.0404
2007-01-01;GBP;
2007-01-01;MXN;
2007-01-01;SEK;
2007-01-05;CAD;1.5374
2007-01-12;CAD;1.5136
2007-01-20;USD;1.2958
2007-01-20;MXN;14.1376
2007-01-20;SEK;9.1195
2007-01-22;USD;1.2936
2007-01-29;USD;1.2921
2007-01-30;AUD;1.679
2007-01-30;GBP;0.6603
2007-02-02;GBP;0.66135
2007-02-06;CAD;1.5322
2007-02-13;USD;1.3022
2007-02-13;SEK;9.166
2007-02-16;CAD;1.5259
2007-02-18;SEK;9.2701
2007-02-22;USD;1.3106
2007-02-26;CAD;1.5256
2007-03-08;AUD;1.689
2007-03-27;MXN;14.719
2007-04-04;CAD;1.5441
2007-04-05;AUD;1.6351
2007-04-07;AUD;
2007-05-01;SEK;
2007-05-02;CAD;1.5096
2007-05-05;SEK;9.1575
2007-05-09;CAD;1.4984
2007-05-16;CAD;1.4931
2007-05-26;MXN;14.5314
2007-06-02;USD;1.3436
2007-06-03;MXN;14.4303
2007-06-01;SEK;9.316
2007-06-17;CAD;1.4159
2007-06-26;GBP;0.67315
2007-06-28;SEK;9.2415
2007-07-02;CAD;1.4395
2007-07-04;MXN;14.6669
2007-07-06;GBP;0.67635
2007-07-10;GBP;0.67735
2007-07-11;AUD;1.5963
2007-07-11;GBP;0.67695
2007-07-26;GBP;0.6708
2007-08-06;AUD;1.613
2007-08-06;GBP;0.68015
2007-08-09;MXN;15.0798
2007-08-31;MXN;15.1357
2007-09-08;USD;1.3696
2007-09-13;SEK;9.2766
2007-09-17;CAD;1.4252
2007-09-17;MXN;15.4319
2007-09-25;GBP;0.70035
2007-10-05;CAD;1.3947
2007-10-09;CAD;1.3869
2007-10-10;MXN;15.3275
2007-10-23;USD;1.4254
2007-10-25;USD;1.4309
2007-10-27;AUD;1.5734
2007-11-12;USD;1.4579
2007-11-14;USD;1.47
2007-11-15;AUD;1.6425
2007-11-18;GBP;0.71625
2007-11-21;MXN;16.2964
2007-11-25;USD;1.4809
2013-05-28;AUD;1.3355
2013-05-30;SEK;8.572
2013-06-01;USD;1.3006
2013-06-07;CAD;1.3568
2013-06-08;MXN;17.049
2013-06-10;GBP;0.8504
2013-06-12;MXN;16.9295
2013-06-13;AUD;1.3919
2013-07-02;MXN;16.9286
2013-07-04;AUD;1.4239
2013-07-11;AUD;1.4162
2013-07-16;SEK;8.6974
2013-07-18;AUD;1.429
2013-07-23;CAD;1.362
2013-08-03;CAD;1.3734
2013-08-09;GBP;0.86135
2013-08-15;USD;1.3297
2013-08-24;CAD;1.4114
2013-08-26;CAD;1.4064
2013-08-27;AUD;1.4877
2013-09-01;MXN;17.6158
2013-09-02;CAD;1.3907
2013-09-03;AUD;1.4583
2013-09-05;AUD;1.4451
2013-09-07;CAD;1.3682
2013-09-08;SEK;8.7248
2013-09-19;SEK;8.5702
2013-09-23;GBP;0.84115
2013-09-30;CAD;1.3912
2013-10-03;USD;1.3594
2013-10-03;AUD;1.45
2013-10-08;AUD;1.4316
